age,gender,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
18,Female,1.31,1.3,1.95,3.63,1.34,7.87,10.2,Good,8,5,22,12.9,13.06
18,Other,3.47,1.39,3.76,1.49,2.4,6.71,8.03,Good,9,10,25,23.88,40.74
20,Male,5.78,2.5,2.08,3.79,1.77,6.91,5.56,Good,3,18,4,33.22,35.46
19,Other,6.34,1.1,3.29,1.83,1.82,5.61,5.31,Average,0,27,5,29.43,44.36
17,Female,1.2,3.62,2.23,5.9,2.31,4.9,0.65,Good,8,0,38,14.01,6.75
18,Other,3.06,3.44,0.74,2.95,2.74,7.77,10.36,Poor,8,16,0,11.83,24.95
19,Other,5.21,4.25,0.47,3.4,0.75,7.89,5.98,Good,7,14,1,22.26,52.24
23,Male,4.66,2.66,0.89,1.27,0.65,5.73,7.44,Average,5,20,0,18.91,33.03
22,Female,8.49,1.66,1.95,4.32,0.87,6.83,8.96,Good,6,30,10,42.92,73.1
20,Male,5.02,4.52,0.95,1.97,1.58,3.92,5.73,Poor,1,17,27,24.91,37.43
17,Female,4.33,4.76,0.86,2.36,1.18,6.56,9.16,Good,7,17,11,23.8,30.01
23,Other,4.18,0.44,3.52,3.75,1.25,5.65,8.94,Good,1,14,29,22.4,10.53
17,Other,4.8,1.52,2.67,2.61,1.26,5.51,10.14,Average,3,22,25,31.62,54.75
21,Male,5.66,1.44,5.51,1.86,1.32,7.51,7.05,Good,2,20,15,26.73,47.49
20,Male,0.39,3.49,1.12,3.08,0.17,4.45,7.55,Good,4,0,13,8.81,0.0
17,Male,5.1,1.59,1.67,3.0,2.33,4.76,7.85,Average,9,8,31,14.29,40.43
18,Female,1.8,1.31,2.21,2.38,0.06,7.28,4.59,Good,8,1,4,12.0,25.8
23,Other,4.66,3.12,0.98,1.98,2.58,7.89,0.53,Average,8,17,0,43.26,43.9
17,Male,2.16,2.66,1.67,2.84,0.15,6.31,8.75,Average,1,10,8,5.51,3.7
19,Male,2.77,3.85,0.76,2.6,0.37,7.94,7.32,Good,3,21,5,16.41,20.78
22,Male,4.4,1.87,1.93,3.77,0.49,6.77,7.04,Poor,5,4,24,14.9,33.99
19,Male,3.24,0.99,1.32,1.4,1.33,7.46,8.12,Average,10,22,10,30.07,35.64
22,Other,0.28,1.79,2.17,2.56,1.77,4.52,7.47,Average,4,0,17,0.82,15.34
18,Female,4.07,0.61,1.98,4.94,1.98,6.79,6.25,Good,7,12,25,27.12,43.26
21,Other,4.37,1.66,1.28,7.75,0.06,9.55,3.47,Poor,6,2,12,26.72,24.16
17,Male,5.05,0.68,2.09,3.08,3.01,5.3,4.8,Poor,1,15,11,24.86,25.08
15,Male,6.01,0.39,0.47,0.88,1.48,7.16,6.24,Average,1,16,0,24.95,16.95
17,Male,6.55,2.83,1.77,1.72,0.63,6.79,10.28,Average,1,27,12,24.67,38.64
19,Male,3.5,1.22,0.86,1.95,1.12,7.35,1.7,Poor,5,11,0,30.53,44.4
20,Other,4.29,1.47,2.19,3.86,1.59,5.52,7.45,Good,1,0,28,21.35,39.21
19,Male,1.5,0.32,4.83,2.95,3.28,7.08,4.96,Average,7,4,15,20.25,23.88
18,Female,4.82,2.01,3.41,3.59,1.18,7.92,7.14,Good,3,29,21,15.91,34.11
21,Female,4.58,2.08,1.65,0.01,2.07,8.38,4.13,Average,4,18,1,40.57,60.2
16,Male,5.18,1.15,1.55,2.86,1.17,6.94,10.24,Average,2,19,13,21.62,39.64
21,Other,3.32,3.42,3.72,4.98,1.84,5.28,9.19,Poor,1,13,51,7.27,5.92
22,Female,2.34,1.06,2.93,2.55,0.27,6.98,11.58,Poor,7,22,20,27.2,29.97
18,Other,4.93,1.81,0.41,4.52,0.16,6.67,3.81,Good,5,8,0,22.59,21.63
17,Female,3.54,1.62,1.05,4.33,2.18,6.1,7.57,Good,6,8,7,26.26,30.77
16,Other,6.25,3.7,1.64,3.28,3.21,6.4,7.9,Poor,5,22,11,29.57,48.72
21,Female,2.59,3.74,2.48,4.3,1.29,4.97,3.01,Poor,0,8,26,6.91,24.43
22,Other,3.95,2.93,2.01,2.35,0.5,6.11,8.04,Good,10,4,5,37.24,54.44
21,Male,6.43,0.98,0.28,1.66,1.61,5.5,5.55,Poor,10,23,0,47.1,65.27
18,Female,4.85,2.71,3.01,4.91,0.13,7.6,7.54,Good,1,13,11,24.02,30.12
18,Other,4.62,0.3,0.74,2.13,0.68,7.25,5.26,Average,9,19,0,30.7,46.22
19,Female,4.66,2.15,3.59,1.66,0.05,6.71,5.45,Good,10,41,7,43.39,58.75
21,Male,1.66,1.7,1.54,2.12,0.97,4.8,3.57,Average,5,1,10,15.5,12.01
21,Female,6.01,2.23,3.5,4.6,3.03,6.62,6.94,Poor,6,22,14,26.86,41.57
21,Female,5.62,3.86,2.51,3.92,2.23,6.12,4.11,Average,6,20,17,34.15,39.6
18,Male,5.02,1.71,2.41,0.66,1.28,7.09,4.41,Poor,7,24,2,32.39,59.7
23,Other,3.73,1.35,3.67,3.47,1.56,6.94,5.99,Poor,1,0,31,10.43,7.2
18,Other,6.55,2.55,2.77,3.26,0.19,10.29,10.77,Poor,5,22,1,33.19,47.33
17,Other,5.95,2.46,3.92,3.86,0.3,8.83,7.6,Average,6,18,14,34.35,44.28
16,Other,4.94,3.51,2.52,3.84,0.28,8.03,9.48,Poor,8,19,0,38.43,45.8
20,Female,1.22,4.25,1.08,4.75,1.79,5.62,5.8,Good,5,11,5,6.19,6.0
19,Female,2.69,1.06,3.04,4.63,0.83,7.55,3.74,Poor,4,4,10,24.83,26.36
18,Other,3.27,2.24,2.26,3.02,1.79,7.98,7.64,Average,8,15,0,29.41,37.73
18,Male,7.51,2.27,3.36,4.24,4.45,7.29,5.0,Good,8,17,26,40.0,64.2
19,Female,7.34,3.2,1.86,2.37,1.64,9.68,9.14,Poor,3,33,12,33.98,31.85
16,Female,5.28,0.17,2.86,3.02,3.13,4.59,6.55,Average,6,17,28,27.64,52.54
16,Female,4.57,3.31,3.47,1.02,0.15,6.04,1.49,Poor,10,12,1,34.77,54.77
15,Male,1.06,0.43,2.27,0.45,1.99,8.25,9.4,Good,3,0,4,4.5,0.68
19,Other,3.63,0.35,1.69,3.14,1.31,7.1,5.38,Average,0,4,0,18.29,20.04
20,Male,5.57,0.87,0.76,0.12,2.0,6.53,7.9,Good,9,11,0,43.29,49.84
22,Other,3.61,1.15,1.51,1.02,0.21,4.5,3.09,Average,6,17,0,20.9,35.94
22,Female,2.41,3.02,3.77,1.87,0.42,5.51,2.6,Good,2,22,1,12.73,12.66
16,Female,2.26,1.49,1.87,3.85,1.94,5.15,9.25,Good,3,9,23,17.68,14.67
18,Other,1.87,2.76,1.55,0.78,1.61,9.03,2.95,Good,9,4,0,20.66,21.88
18,Other,4.66,1.08,2.23,6.5,4.06,7.85,8.5,Average,8,6,28,17.27,24.68
16,Other,2.62,5.25,2.27,1.25,3.32,5.94,3.34,Average,3,10,16,21.31,16.85
16,Male,4.05,3.42,1.17,4.86,3.83,6.76,4.85,Good,4,10,13,9.77,32.27
21,Male,7.07,0.36,5.0,4.17,1.66,8.0,4.45,Good,4,17,30,40.22,56.04
18,Female,5.79,1.08,2.14,0.78,0.5,6.63,6.98,Average,5,16,1,49.83,74.89
20,Female,5.49,3.68,1.94,4.11,0.52,5.71,7.68,Average,1,25,20,28.86,42.05
19,Male,7.96,2.92,4.63,3.46,0.33,6.27,6.33,Average,6,26,33,31.59,50.4
17,Male,2.11,1.92,0.78,3.49,2.8,6.99,2.51,Average,9,11,16,10.15,9.13
17,Female,5.62,2.36,0.42,1.2,2.79,5.3,6.83,Poor,4,18,10,24.35,33.07
18,Male,2.32,0.53,0.24,2.57,2.86,7.28,5.41,Good,9,0,0,27.87,26.7
16,Female,6.5,1.69,3.5,1.9,2.3,4.94,1.85,Average,8,28,3,39.88,49.34
21,Other,4.73,1.95,2.15,2.51,0.86,5.7,5.05,Average,1,18,17,22.62,46.33
21,Male,7.58,3.25,0.01,4.37,2.64,7.41,10.59,Poor,1,16,30,19.47,51.26
17,Other,3.61,2.88,2.52,2.86,2.64,7.7,6.31,Average,1,9,7,13.45,11.85
19,Female,4.71,2.26,3.34,2.39,0.97,7.4,10.89,Average,6,5,24,28.54,51.17
21,Male,7.3,2.25,1.25,3.18,1.49,6.35,6.95,Average,3,24,23,24.92,50.0
16,Female,4.32,4.34,1.13,1.57,4.09,5.91,11.12,Good,10,17,8,35.36,50.56
19,Female,4.77,0.84,3.54,0.54,2.76,6.15,5.25,Poor,6,8,0,28.09,42.46
23,Male,2.0,3.69,2.3,3.13,2.22,6.12,6.1,Good,4,0,31,7.75,24.86
19,Female,7.57,4.44,1.47,3.98,3.29,7.95,2.96,Poor,5,23,11,25.99,64.9
19,Male,6.06,1.62,1.08,4.88,2.72,6.28,9.11,Good,2,21,25,22.24,41.64
22,Female,4.13,3.51,2.8,2.43,3.71,6.83,3.3,Average,0,15,9,16.24,19.18
16,Other,4.77,1.26,1.9,3.84,1.21,5.08,7.29,Poor,10,3,4,33.43,41.56
18,Other,1.71,3.17,1.62,0.69,1.09,6.02,6.62,Good,5,3,0,20.57,24.06
16,Female,8.15,2.17,0.1,4.85,2.21,7.72,13.61,Good,3,18,19,28.29,47.58
21,Male,4.89,3.09,2.62,1.32,1.35,6.01,6.52,Good,1,7,10,22.9,23.09
24,Male,4.66,4.4,1.76,1.91,1.45,7.58,9.12,Poor,4,19,4,29.64,16.93
17,Male,4.86,2.68,2.43,0.62,2.36,7.67,5.71,Good,5,25,21,21.07,43.57
16,Other,5.68,2.4,3.63,0.09,3.6,5.09,6.31,Poor,3,6,23,24.5,46.82
16,Male,7.33,2.42,1.03,3.65,0.18,9.19,7.41,Good,2,25,0,34.34,56.16
24,Other,6.57,3.18,0.53,2.87,2.49,6.27,1.36,Good,9,25,0,33.19,53.84
22,Male,0.86,2.33,2.75,2.29,1.55,6.41,3.02,Poor,2,12,4,15.16,1.33
21,Male,4.12,2.22,4.32,4.47,0.22,7.15,8.82,Average,9,21,12,22.17,52.06
17,Other,5.93,2.86,0.3,4.05,1.64,6.61,4.86,Good,3,18,5,36.7,51.55
18,Male,4.66,1.0,3.23,6.37,3.04,7.46,8.03,Poor,8,4,31,36.6,33.17
19,Female,2.6,4.63,0.88,6.0,3.02,5.45,6.97,Good,1,10,20,4.17,2.12
18,Male,7.72,2.68,1.19,4.02,0.07,7.76,6.09,Poor,1,24,15,37.64,46.06
20,Other,3.29,1.95,0.65,1.42,0.77,7.37,6.77,Good,4,15,0,29.61,34.24
16,Female,3.77,4.3,1.67,0.51,0.93,7.36,7.6,Average,9,22,0,31.48,49.4
20,Other,4.07,0.85,1.48,5.13,2.1,8.03,2.71,Good,9,10,20,30.57,33.03
22,Male,5.13,1.24,2.85,1.64,0.94,9.32,5.24,Poor,8,21,0,36.94,58.49
19,Other,6.13,3.57,2.23,3.72,0.97,7.8,8.02,Poor,7,14,12,32.54,44.78
17,Female,6.04,4.14,2.35,3.82,2.06,7.32,8.02,Average,2,19,14,30.92,31.03
18,Female,1.83,3.55,1.82,4.37,1.91,8.05,6.31,Good,5,10,0,15.55,14.58
19,Female,6.1,3.16,1.07,3.11,1.31,7.08,3.94,Good,2,11,0,33.29,32.16
19,Female,3.93,0.42,1.34,1.37,0.42,7.67,6.67,Good,8,14,6,27.5,31.95
17,Male,4.66,0.87,3.86,4.15,0.8,7.55,6.44,Good,5,18,16,31.8,50.04
16,Other,5.08,3.21,2.43,2.79,1.69,5.3,6.81,Average,2,9,30,15.88,25.57
22,Female,3.12,2.43,1.76,4.31,2.06,7.69,3.29,Good,5,10,0,20.25,32.15
20,Female,1.28,1.11,1.1,2.25,1.32,6.42,8.72,Good,2,6,27,11.52,0.0
16,Other,5.05,2.18,0.94,3.78,0.54,5.25,6.81,Good,6,20,22,30.7,43.15
20,Male,3.31,1.06,2.05,3.69,1.19,6.05,8.15,Good,7,2,5,28.33,41.36
17,Female,4.77,2.45,1.36,4.53,1.23,9.83,4.3,Average,10,8,3,24.85,50.81
20,Female,4.37,3.92,1.81,2.19,0.19,7.91,6.74,Average,2,18,1,18.52,30.08
23,Other,3.54,0.46,0.77,2.57,0.36,9.14,9.53,Good,5,11,1,38.7,49.55
15,Female,8.61,0.85,1.2,0.78,2.32,6.8,5.99,Poor,0,25,0,37.05,45.14
16,Female,6.45,4.36,2.63,2.72,2.83,4.38,6.04,Poor,3,24,34,29.2,39.28
17,Female,3.79,1.32,1.66,1.45,2.6,8.36,5.25,Average,6,13,0,27.15,18.27
17,Male,3.88,4.44,0.78,3.02,2.01,7.75,9.25,Average,7,16,14,19.72,26.7
23,Male,1.91,3.79,0.07,6.82,0.63,7.65,1.99,Poor,5,9,8,3.45,10.32
17,Other,3.54,2.65,0.96,1.62,1.86,5.09,2.73,Good,4,22,0,18.4,19.53
17,Other,6.31,1.74,1.33,1.31,1.28,5.74,9.33,Good,8,19,8,47.55,56.58
19,Other,5.15,3.49,0.03,2.97,3.0,6.94,6.2,Good,6,18,0,25.04,33.21
16,Male,6.39,2.66,1.31,3.58,1.04,9.34,7.91,Good,4,27,5,36.03,41.25
17,Male,2.24,1.92,0.07,3.86,2.2,8.56,1.96,Poor,3,9,0,12.72,20.17
21,Other,2.46,2.79,3.08,2.33,1.62,3.74,5.81,Average,1,2,24,0.92,0.0
19,Female,3.56,3.32,2.97,2.62,0.57,6.24,1.85,Good,5,12,3,26.63,36.46
21,Other,4.62,3.75,1.31,2.88,2.7,4.07,1.51,Average,8,11,23,26.2,31.32
17,Female,5.92,3.16,2.64,2.49,1.17,6.48,6.3,Poor,4,18,16,26.94,38.75
16,Male,2.63,3.44,0.51,4.08,1.67,5.53,7.62,Poor,8,7,6,22.47,31.26
22,Female,0.96,3.84,0.61,4.51,1.09,9.09,5.34,Good,2,3,5,0.9,5.39
18,Other,2.49,3.86,3.32,3.98,1.15,6.48,5.2,Poor,8,15,0,20.06,27.2
19,Male,5.17,2.22,2.67,0.2,1.08,3.95,7.74,Poor,8,15,11,25.88,38.78
16,Female,3.83,2.74,1.94,1.74,0.04,5.45,4.27,Poor,9,15,1,31.37,40.22
17,Other,1.96,5.09,2.87,3.71,1.65,5.56,0.86,Average,8,0,12,6.49,14.37
17,Male,4.28,4.15,2.36,3.11,2.68,7.78,6.24,Good,4,23,11,23.15,58.17
19,Other,4.81,1.63,3.88,2.35,3.35,6.36,5.5,Good,7,15,17,22.94,45.08
16,Other,4.66,0.08,1.58,2.97,3.35,8.55,5.31,Good,5,0,15,8.72,9.26
20,Other,3.32,2.87,3.5,2.88,1.35,8.22,3.41,Good,3,14,0,18.68,18.54
18,Other,2.63,1.45,1.89,5.28,0.04,9.26,10.8,Average,10,10,23,21.53,38.55
17,Male,3.38,2.47,3.27,2.64,1.92,6.09,5.57,Poor,3,19,31,16.98,30.67
17,Male,2.63,3.22,2.41,2.3,1.04,6.42,7.07,Poor,7,10,0,20.54,22.18
19,Male,6.7,1.13,1.86,4.12,1.35,7.01,12.92,Poor,8,12,41,27.48,61.42
19,Other,4.78,1.33,1.13,5.17,0.02,6.02,5.36,Average,7,13,22,25.87,33.43
19,Female,3.55,2.63,3.34,3.85,1.73,5.05,9.21,Average,5,7,48,20.67,14.39
20,Female,8.61,2.47,3.73,2.39,1.4,6.08,5.75,Good,5,29,29,45.2,47.63
17,Male,3.67,3.22,2.76,3.96,2.04,8.27,11.24,Good,5,14,16,18.06,28.85
19,Female,4.06,3.02,2.12,3.59,2.24,6.68,4.42,Average,6,10,21,19.82,21.68
23,Male,6.92,0.86,3.06,1.19,0.63,6.72,7.69,Good,6,21,0,45.12,71.81
15,Other,5.8,1.48,2.21,3.75,2.51,5.37,10.05,Poor,7,8,36,32.19,36.48
23,Other,2.81,2.23,1.6,1.68,1.65,3.78,5.61,Good,8,3,18,30.66,38.34
21,Other,4.33,3.8,0.9,2.48,1.18,6.65,9.85,Good,8,16,13,23.15,56.48
16,Female,4.07,2.38,1.08,3.32,2.28,5.84,7.76,Good,8,19,23,17.24,38.19
19,Other,4.51,2.88,2.99,3.58,1.76,6.48,7.02,Good,8,13,32,21.63,34.95
20,Male,1.91,0.47,0.89,1.54,1.69,7.03,10.46,Good,4,1,2,9.01,25.8
17,Male,6.7,1.46,3.92,4.62,1.33,7.12,6.65,Good,7,20,18,34.47,42.84
19,Male,7.22,2.21,1.95,2.4,1.76,7.07,7.55,Average,9,30,0,43.12,66.52
16,Female,3.25,4.39,2.58,1.37,0.9,5.56,5.52,Average,2,7,2,22.35,20.19
22,Male,6.15,0.67,2.8,3.74,0.95,8.11,3.22,Good,8,21,0,32.69,52.94
21,Male,5.43,1.23,1.86,3.04,1.34,9.53,8.32,Average,9,21,36,41.68,57.49
17,Male,4.16,3.68,3.68,0.29,0.6,8.92,6.85,Average,2,21,5,25.74,26.74
19,Other,2.16,2.77,1.01,1.78,1.88,8.29,8.87,Good,5,0,5,11.48,9.02
20,Female,1.81,2.63,2.15,2.88,1.14,5.81,6.28,Good,3,3,1,11.72,19.87
19,Other,4.69,2.88,1.77,5.28,3.03,4.89,0.4,Poor,8,18,30,24.19,52.83
16,Male,6.46,3.11,1.06,3.72,2.72,8.2,5.55,Average,7,21,0,30.96,53.08
16,Other,5.79,3.64,1.62,3.34,1.25,7.19,9.01,Poor,6,24,29,31.39,48.17
23,Male,6.34,1.81,1.55,3.57,1.4,6.92,8.22,Good,8,14,28,43.38,79.7
14,Other,4.14,2.81,2.5,1.68,0.02,6.69,8.08,Average,8,18,13,14.14,30.68
22,Other,7.09,3.32,1.89,1.74,0.77,7.17,5.29,Good,4,15,8,40.6,45.2
21,Other,2.05,4.1,3.07,1.67,0.61,7.27,3.49,Poor,10,10,8,13.86,27.39
20,Male,7.0,2.44,2.7,3.81,2.27,8.17,5.2,Poor,3,21,27,26.0,44.39
19,Female,3.86,2.14,2.43,4.8,1.34,5.92,11.33,Good,10,16,26,24.39,33.27
20,Other,7.15,3.5,0.95,5.02,3.0,5.75,7.53,Average,10,18,18,35.84,49.84
16,Other,5.11,1.81,3.09,3.65,0.62,7.54,8.33,Average,9,8,25,29.12,56.77
18,Male,4.66,0.07,0.25,3.74,3.16,8.89,7.9,Good,0,8,1,13.83,28.78
17,Male,4.38,2.49,2.53,2.64,0.52,6.32,6.89,Poor,10,5,16,30.17,31.69
17,Male,6.37,3.58,2.26,2.77,1.48,7.61,3.74,Average,0,26,18,19.99,34.49
21,Female,7.23,5.0,3.6,3.98,0.57,8.13,8.32,Good,1,28,11,36.09,54.69
23,Other,4.75,4.01,0.2,2.9,0.67,6.12,6.98,Good,1,18,0,28.09,36.22
21,Female,6.99,1.0,0.72,1.64,2.93,6.23,5.53,Average,10,15,12,43.91,59.84
20,Male,4.82,1.74,1.86,2.39,1.48,5.93,7.41,Good,1,12,4,18.44,37.61
19,Male,3.18,1.16,2.32,0.09,0.63,6.42,2.94,Good,1,0,1,20.79,19.49
23,Other,0.06,1.79,0.88,2.37,1.86,5.61,7.71,Average,9,0,22,17.53,18.28
22,Other,2.76,2.5,2.42,1.23,2.11,10.28,1.29,Good,6,12,0,11.15,12.05
15,Other,8.64,3.01,1.65,2.7,1.46,5.85,7.23,Poor,5,30,5,49.34,66.96
18,Male,2.35,1.2,1.01,3.48,0.76,6.28,6.75,Poor,4,5,0,7.23,17.02
16,Other,6.25,1.17,2.2,2.02,1.69,6.7,4.68,Average,0,17,20,18.42,40.51
20,Female,6.5,2.26,1.67,5.62,0.79,7.02,4.63,Poor,5,16,23,36.3,46.61
17,Male,8.4,1.26,0.39,4.14,1.85,4.54,5.32,Good,1,24,12,44.75,38.34
22,Male,8.1,2.8,1.74,1.43,0.16,9.0,7.45,Good,3,17,0,37.62,42.05
19,Other,6.31,4.3,0.69,3.24,1.17,7.48,7.32,Average,7,25,17,37.3,59.07
17,Other,2.8,2.35,1.77,3.78,0.8,5.4,7.85,Average,9,9,32,20.96,21.71
20,Other,1.29,1.84,2.99,2.37,1.83,6.46,6.73,Poor,4,0,17,2.38,1.28
21,Female,7.91,0.83,2.09,4.18,2.23,7.25,5.45,Good,8,16,8,46.62,69.23
17,Male,4.38,0.69,2.59,2.83,2.45,7.46,1.84,Poor,2,8,5,16.36,15.54
16,Other,6.29,2.31,0.55,1.14,0.61,6.78,3.55,Good,9,25,0,37.5,48.27
22,Female,2.75,0.97,2.53,0.53,0.61,6.88,9.79,Good,2,0,1,18.32,29.75
21,Other,4.66,3.96,2.21,0.52,2.23,6.84,5.11,Average,1,21,0,21.35,6.03
19,Other,5.36,3.86,3.47,3.04,0.15,6.3,8.88,Average,7,25,9,30.31,38.89
19,Female,2.94,3.63,3.8,4.67,1.45,6.5,4.63,Good,5,5,11,13.77,31.22
19,Male,3.76,0.61,2.51,2.98,0.87,6.01,2.5,Good,8,1,3,14.1,29.53
16,Male,3.54,0.06,0.39,1.39,0.32,5.37,10.05,Poor,1,14,3,16.65,8.34
23,Male,5.54,2.78,3.54,5.68,1.78,4.79,7.52,Good,3,12,40,34.58,21.38
21,Other,4.08,2.46,2.73,2.7,1.8,8.66,10.15,Average,3,6,14,18.65,27.12
18,Male,5.4,3.01,3.15,6.02,0.58,6.58,5.11,Average,3,20,26,15.56,21.89
20,Other,5.96,3.73,3.96,4.92,3.61,3.36,8.41,Average,8,16,42,24.92,40.79
18,Male,4.08,1.18,0.69,1.81,2.88,5.57,9.8,Good,7,16,28,29.16,31.4
23,Other,6.94,2.46,3.01,4.83,2.31,7.2,3.82,Poor,4,9,14,39.42,42.75
17,Other,6.17,2.98,2.46,2.1,2.36,9.53,3.56,Poor,1,25,0,28.31,43.89
17,Female,7.81,2.92,2.24,2.93,3.51,4.34,8.9,Average,2,18,36,25.79,34.62
21,Male,4.54,2.13,2.57,1.45,0.67,7.82,4.11,Poor,11,22,0,40.75,47.83
18,Male,3.83,3.41,2.18,3.76,3.05,6.42,9.46,Average,5,10,22,9.52,7.9
18,Female,4.02,1.89,4.08,3.44,1.5,6.73,3.29,Average,3,13,16,17.11,24.54
18,Female,6.31,4.44,0.08,2.82,0.33,6.18,5.54,Good,2,30,0,23.83,42.94
21,Other,1.77,4.59,0.33,1.17,2.38,7.61,6.13,Average,4,9,0,19.86,37.88
21,Other,4.8,0.99,2.8,1.78,3.33,6.32,10.08,Good,4,15,11,18.21,32.67
18,Female,3.64,4.6,2.45,2.06,2.85,4.99,1.44,Poor,8,23,0,45.4,52.62
18,Other,5.25,2.05,0.29,1.98,0.77,7.11,8.27,Average,4,24,6,27.99,42.93
21,Male,0.88,3.05,2.21,0.99,1.19,7.4,6.57,Average,6,6,2,9.31,20.64
17,Female,4.96,0.98,3.33,2.96,0.42,5.69,4.63,Average,2,9,2,21.37,43.52
17,Female,5.6,1.8,1.54,2.56,2.94,6.0,5.13,Average,7,21,9,41.5,47.0
18,Male,4.01,0.43,0.28,2.44,0.64,5.64,3.95,Average,5,10,17,19.66,26.4
17,Male,6.26,1.51,0.54,2.96,2.6,6.75,7.75,Poor,4,11,10,31.65,46.16
18,Other,5.97,1.43,0.42,2.41,2.03,6.84,9.63,Average,4,23,16,28.23,46.43
16,Female,2.7,0.96,1.25,1.52,0.3,6.29,6.57,Good,7,6,7,21.11,35.11
17,Female,1.5,2.15,1.08,3.92,3.24,5.61,6.96,Poor,1,0,21,7.19,18.48
20,Female,0.11,1.72,0.69,5.99,0.36,5.46,9.73,Good,9,0,12,15.89,16.74
18,Female,5.57,2.39,3.04,3.13,0.49,6.44,4.76,Average,11,19,26,35.96,51.62
16,Female,2.42,2.78,2.76,2.76,1.49,5.17,5.8,Average,9,7,11,21.2,17.28
18,Female,3.92,2.17,1.34,2.32,3.37,6.75,10.9,Average,7,16,27,25.9,31.46
18,Other,5.55,1.24,2.58,2.56,1.64,7.93,6.91,Average,9,15,7,49.32,78.55
17,Male,4.24,2.49,1.74,5.15,2.53,7.63,1.94,Good,0,3,13,10.7,8.07
21,Female,3.57,3.21,2.35,5.07,1.7,7.36,6.5,Good,5,13,41,21.26,21.83
18,Female,2.86,3.31,3.45,1.85,1.77,6.83,8.45,Good,3,10,10,10.25,36.02
16,Other,6.58,1.39,1.2,2.81,1.99,5.21,2.54,Poor,4,19,1,33.41,30.7
16,Female,4.2,3.16,0.98,2.65,1.7,8.46,1.6,Good,9,17,0,28.76,51.23
18,Other,4.76,1.12,3.12,2.71,3.08,7.43,13.43,Poor,4,11,26,34.1,39.89
21,Female,4.48,1.86,1.37,2.1,2.8,6.13,12.0,Good,6,3,5,28.58,42.26
17,Male,3.57,2.15,0.48,1.27,2.75,5.25,12.4,Poor,1,7,20,5.74,23.43
17,Male,4.89,4.62,3.64,5.78,0.76,8.81,7.89,Poor,5,17,24,22.38,36.03
19,Female,4.54,3.19,0.74,3.17,1.89,7.22,6.28,Average,6,15,0,29.84,27.58
18,Male,4.22,2.27,0.18,4.49,1.91,8.35,0.37,Average,1,16,0,17.49,26.5
16,Other,3.83,3.12,1.26,1.27,0.49,6.98,4.93,Poor,9,17,0,33.57,40.95
19,Female,1.6,3.43,0.93,2.75,1.53,7.34,4.96,Poor,9,6,0,10.07,20.04
16,Other,5.9,1.76,1.43,3.87,1.26,4.94,9.56,Good,4,17,16,33.06,32.49
17,Other,6.35,1.07,1.09,4.5,1.89,6.72,6.51,Average,1,22,21,14.73,33.11
19,Female,2.04,1.68,2.16,4.09,0.37,7.27,1.74,Poor,2,11,0,3.06,4.44
16,Female,7.18,1.13,4.24,3.5,2.29,6.53,0.57,Poor,1,23,10,21.67,21.83
20,Male,5.01,2.92,2.04,0.76,1.71,6.34,1.03,Average,1,26,0,31.62,40.57
21,Other,6.21,2.71,3.18,2.12,1.81,6.59,5.85,Average,10,15,15,31.06,54.37
18,Male,7.63,2.67,0.42,4.63,1.29,6.33,7.91,Average,4,32,17,30.81,45.26
21,Male,8.22,1.68,2.79,4.13,1.23,5.57,10.4,Average,3,24,22,37.48,64.14
21,Other,1.0,2.36,3.19,2.88,2.47,6.29,7.06,Poor,6,0,21,3.3,6.3
20,Male,7.35,2.13,2.46,0.07,1.15,6.74,2.65,Good,1,32,0,42.91,49.52
15,Female,1.95,1.16,2.98,1.25,1.98,7.26,8.16,Poor,9,11,20,14.44,33.35
19,Other,6.29,2.54,3.05,2.73,1.42,8.45,5.27,Average,4,21,12,37.0,50.8
24,Female,2.4,2.1,3.46,1.76,1.07,6.42,9.15,Good,6,4,2,11.64,44.13
18,Male,1.5,3.19,1.66,2.21,3.24,6.41,5.0,Good,10,9,13,10.68,38.23
20,Female,3.91,2.18,3.18,2.67,2.34,8.97,13.02,Good,6,14,28,24.51,29.76
19,Male,2.36,0.88,1.24,2.98,1.7,7.26,8.14,Good,4,0,14,7.45,22.86
17,Other,0.2,1.65,2.52,1.78,2.45,5.62,3.34,Good,2,0,1,1.25,0.99
17,Male,2.51,3.16,0.68,2.67,3.78,6.21,3.78,Average,7,5,25,16.48,34.56
18,Other,6.28,2.18,2.8,3.36,1.48,5.93,9.78,Good,10,13,37,35.15,68.83
22,Male,6.01,0.58,2.76,2.82,0.55,9.99,5.88,Average,9,19,21,41.88,60.89
18,Other,3.57,1.9,1.68,4.21,2.01,5.64,7.1,Average,5,0,24,12.78,24.48
20,Other,6.69,2.84,1.93,2.65,1.73,7.92,8.76,Poor,1,32,2,30.23,62.51
17,Female,5.87,3.52,0.01,4.67,2.64,6.92,2.49,Average,8,18,13,32.12,41.92
15,Other,5.01,0.97,0.93,1.14,2.64,7.93,9.54,Poor,6,9,1,31.16,38.02
19,Female,5.45,3.64,2.73,3.45,2.34,5.74,12.72,Good,6,23,33,30.7,41.94
